"Occupation","Annual_Income","Monthly_Inhand_Salary","Num_Bank_Accounts","Num_Credit_Card","Interest_Rate","Num_of_Loan","Delay_from_due_date","Num_of_Delayed_Payment","Changed_Credit_Limit","Num_Credit_Inquiries","Credit_Mix","Outstanding_Debt","Credit_Utilization_Ratio","Payment_of_Min_Amount","Credit_Score"
"1",19653.01,1581.75,3,3,10,4,6,11,8.22,2,"2",919.98,38.46,"0","1"
"1",19653.01,1581.75,3,3,10,4,6,14,1.22,3,"2",919.98,32.45,"0","2"
"2",41770.21,3652.85,0,7,4,2,12,7,11.13,1,"2",1174.56,36.37,"0","2"
"2",41770.21,3652.85,0,7,4,2,4,4,11.13,1,"2",1174.56,27.34,"0","2"
"2",41770.21,3652.85,0,7,4,2,12,10,11.13,1,"2",1174.56,28.09,"0","1"
"2",41770.21,3652.85,0,7,4,2,8,10,11.13,1,"2",1174.56,35.36,"0","2"
"2",41770.21,3652.85,0,7,4,2,4,7,11.13,1,"2",1174.56,33.38,"0","1"
"2",41770.21,3652.85,0,7,4,2,8,7,11.13,1,"2",1174.56,27,"0","1"
"2",41770.21,3652.85,0,7,4,2,9,7,11.13,1,"2",1174.56,32,"0","2"
"1",29343.05,2701.25,3,4,10,4,6,11,17.55,4,"1",590.65,37.18,"1","1"
"1",29343.05,2701.25,3,4,10,4,6,10,17.55,4,"1",590.65,23.97,"1","1"
"1",29343.05,2701.25,3,4,10,4,6,10,17.55,4,"1",590.65,33.77,"1","1"
"1",29343.05,2701.25,3,4,10,4,6,13,17.55,4,"1",590.65,39.3,"1","1"
"1",29343.05,2701.25,3,4,10,4,6,10,24.55,4,"1",590.65,31.91,"1","1"
"1",29343.05,2701.25,3,4,10,4,6,10,17.55,4,"1",590.65,38.26,"1","1"
"1",43311.84,3879.32,3,4,9,3,14,6,2.78,1,"2",951.78,35.29,"0","0"
"1",43311.84,3879.32,3,4,9,3,14,8,2.78,1,"2",951.78,27.16,"0","0"
"1",43311.84,3879.32,3,4,9,3,14,8,2.78,1,"2",951.78,26.44,"0","0"
"1",43311.84,3879.32,3,4,9,3,18,8,3.78,1,"2",951.78,29.9,"0","0"
"1",43311.84,3879.32,3,4,9,3,14,8,2.78,1,"2",951.78,25.74,"0","1"
"1",43311.84,3879.32,3,4,9,3,14,8,2.78,1,"2",951.78,33.97,"0","1"
"2",21537.99,1530.83,5,5,15,0,17,8,11.85,4,"1",599.23,36.9,"0","1"
"2",21537.99,1530.83,5,5,15,0,8,8,11.85,4,"1",599.23,33.47,"0","1"
"2",21537.99,1530.83,5,5,15,0,12,9,11.85,4,"1",599.23,26.94,"0","1"
"2",21537.99,1530.83,5,5,15,0,7,8,11.85,4,"1",599.23,40.96,"0","1"
"2",21537.99,1530.83,5,5,15,0,8,8,11.85,4,"1",599.23,40.3,"0","1"
"2",21537.99,1530.83,5,5,15,0,12,10,9.85,4,"1",599.23,39.91,"0","1"
"2",21537.99,1530.83,5,5,15,0,12,8,11.85,4,"1",599.23,30.28,"0","2"
"2",21537.99,1530.83,5,5,15,0,10,9,11.85,4,"1",599.23,25,"0","2"
"0",12302.19,822.18,7,7,7,0,12,18,5.54,1,"1",419.95,24.85,"0","1"
"0",12302.19,822.18,7,7,7,0,14,18,5.54,1,"1",419.95,39.51,"0","1"
"0",12302.19,822.18,7,7,7,0,14,18,5.54,1,"1",419.95,25.6,"0","1"
"0",12302.19,822.18,7,7,7,0,14,18,5.54,1,"1",419.95,27.22,"0","2"
"0",12302.19,822.18,7,7,7,0,14,18,5.54,1,"1",419.95,25.58,"0","2"
"0",12302.19,822.18,7,7,7,0,14,17,5.54,1,"1",419.95,24.58,"0","2"
"0",12302.19,822.18,7,7,7,0,15,19,5.54,1,"1",419.95,38.57,"0","1"
"0",12302.19,822.18,7,7,7,0,14,21,5.54,1,"1",419.95,25.54,"0","1"
"2",44740.76,4009.4,3,5,11,0,23,18,0.55,0,"2",435.21,33.96,"0","1"
"2",44740.76,4009.4,3,5,11,0,23,18,0.55,0,"2",435.21,25.11,"0","2"
"2",44740.76,4009.4,3,5,11,0,23,20,0.55,0,"2",435.21,26.23,"0","2"
"2",44740.76,4009.4,3,5,11,0,23,18,0.55,0,"2",435.21,31.34,"0","2"
"2",44740.76,4009.4,3,5,11,0,23,18,0.55,0,"2",435.21,35.74,"0","2"
"0",89913.09,7648.76,8,4,10,3,24,13,19.7,0,"1",315.5,43.57,"1","1"
"0",89913.09,7648.76,8,4,10,3,24,12,19.7,0,"1",315.5,37.16,"1","1"
"0",89913.09,7648.76,8,4,10,3,24,13,12.7,0,"1",315.5,39.49,"1","1"
"0",89913.09,7648.76,8,4,10,3,24,13,22.7,4,"1",315.5,41.97,"1","1"
"0",89913.09,7648.76,8,4,10,3,24,10,19.7,4,"1",315.5,33.73,"1","1"
"0",89913.09,7648.76,8,4,10,3,19,10,19.7,4,"1",315.5,33,"1","1"
"2",88380.16,7471.01,7,7,19,3,11,19,8.7,5,"1",124.29,25.9,"1","1"
"2",88380.16,7471.01,7,7,19,3,11,19,8.7,5,"1",124.29,41.02,"1","1"
"2",88380.16,7471.01,7,7,19,3,11,19,8.7,7,"1",124.29,39.53,"1","1"
"2",88380.16,7471.01,7,7,19,3,11,19,8.7,5,"1",124.29,28.67,"1","1"
"2",88380.16,7471.01,7,7,19,3,11,19,8.7,7,"1",124.29,38.74,"1","1"
"2",88380.16,7471.01,7,7,19,3,11,19,8.7,7,"1",124.29,29.28,"1","1"
"1",100536.2,8310.02,3,4,14,4,24,15,11.64,3,"1",412.77,31.08,"1","1"
"1",100536.2,8310.02,3,4,14,4,24,16,11.64,3,"1",412.77,36.32,"1","1"
"1",100536.2,8310.02,3,4,14,4,24,19,11.64,3,"1",412.77,39.11,"1","1"
"1",100536.2,8310.02,3,4,14,4,24,16,11.64,3,"1",412.77,29.69,"1","1"
"1",100536.2,8310.02,3,4,14,4,24,17,11.64,3,"1",412.77,29.85,"1","1"
"0",46010.31,3692.19,7,8,15,3,28,24,7.93,12,"0",1380.78,35.2,"1","0"
"0",46010.31,3692.19,7,8,15,3,27,24,7.93,12,"0",1380.78,31.44,"1","1"
"0",46010.31,3692.19,7,8,15,3,27,24,7.93,12,"0",1380.78,28.55,"1","1"
"0",46010.31,3692.19,7,8,15,3,27,27,7.93,12,"0",1380.78,35.12,"1","0"
"0",46010.31,3692.19,7,8,15,3,27,24,7.93,12,"0",1380.78,25,"1","1"
"0",46010.31,3692.19,7,8,15,3,27,24,7.93,12,"0",1380.78,23.67,"1","0"
"0",46010.31,3692.19,7,8,15,3,26,24,7.93,13,"0",1380.78,28.22,"1","0"
"0",46010.31,3692.19,7,8,15,3,25,24,7.93,13,"0",1380.78,33.25,"1","0"
"1",42147.89,3283.32,5,4,2,2,4,11,3.02,2,"2",333.7,37.72,"0","2"
"1",42147.89,3283.32,5,4,2,2,4,9,2.02,2,"2",333.7,25.22,"0","2"
"1",42147.89,3283.32,5,4,2,2,3,12,2.02,2,"2",333.7,28.63,"0","2"
"1",42147.89,3283.32,5,4,2,2,8,9,2.02,7,"2",333.7,28.93,"0","1"
"1",42147.89,3283.32,5,4,2,2,9,9,2.02,7,"2",333.7,34.54,"0","2"
"2",7957.91,563.16,3,3,17,5,28,19,10.13,4,"1",818.5,35.15,"1","1"
"2",7957.91,563.16,3,3,17,5,25,19,10.13,4,"1",818.5,26.51,"1","1"
"2",7957.91,563.16,3,3,17,5,23,19,10.13,4,"1",818.5,39.95,"1","1"
"2",7957.91,563.16,3,3,17,5,23,21,5.13,4,"1",818.5,25.8,"1","1"
"2",7957.91,563.16,3,3,17,5,23,17,10.13,4,"1",818.5,22.32,"1","1"
"2",7957.91,563.16,3,3,17,5,23,19,11.13,4,"1",818.5,40.15,"1","1"
"2",7957.91,563.16,2,2,17,5,23,19,10.13,4,"1",818.5,35.95,"1","1"
"2",7957.91,563.16,2,2,17,5,23,17,11.13,8,"1",818.5,27.52,"1","1"
"1",60573.96,4868.83,6,10,34,7,42,11,11.28,8,"1",2172.61,38.12,"1","0"
"1",60573.96,4868.83,6,10,34,7,42,11,17.28,8,"1",2172.61,37.75,"1","0"
"1",60573.96,4868.83,6,10,34,7,41,11,17.28,8,"1",2172.61,40.18,"1","0"
"1",60573.96,4868.83,6,10,34,7,42,14,17.28,8,"1",2172.61,27.64,"1","0"
"1",60573.96,4868.83,6,10,34,7,38,14,17.28,8,"1",2172.61,34.89,"1","0"
"1",60573.96,4868.83,6,10,34,7,41,11,11.28,9,"1",2172.61,38.07,"1","0"
"1",60573.96,4868.83,6,10,34,7,42,11,17.28,9,"1",2172.61,35.46,"1","0"
"2",59710.88,4995.91,4,5,11,1,21,20,6.02,1,"1",36.28,33.23,"0","1"
"2",59710.88,4995.91,4,5,11,1,18,20,6.02,1,"1",36.28,28.68,"0","1"
"2",59710.88,4995.91,4,5,11,1,18,20,6.02,1,"1",36.28,41.35,"0","1"
"2",59710.88,4995.91,4,5,11,1,18,20,6.02,1,"1",36.28,27.87,"0","1"
"2",59710.88,4995.91,4,5,11,1,18,20,6.02,1,"1",36.28,25.03,"0","1"
"2",59710.88,4995.91,4,5,11,1,22,20,6.02,1,"1",36.28,34.54,"0","1"
"2",59710.88,4995.91,4,5,11,1,18,20,6.02,1,"1",36.28,36.48,"0","1"
"2",132284.67,10726.72,4,3,3,2,6,8,14.37,3,"2",1409.97,33.27,"0","1"
"1",38331.37,2996.28,3,5,1,4,0,2,7.89,3,"2",1473.17,36.45,"0","1"
"1",38331.37,2996.28,3,5,1,4,0,2,5.89,3,"2",1473.17,29.07,"0","1"
"1",38331.37,2996.28,3,5,1,4,-3,2,5.89,3,"2",1473.17,26.82,"0","2"
"1",38331.37,2996.28,3,5,1,4,0,4,5.89,3,"2",1473.17,37.08,"0","2"
"1",38331.37,2996.28,3,5,1,4,5,2,5.89,3,"2",1473.17,30.38,"0","2"
"1",64247.12,5330.93,7,10,29,6,45,19,9.98,10,"0",1808.12,25.62,"1","0"
"1",64247.12,5330.93,7,10,29,6,45,20,11.98,10,"0",1808.12,26,"1","0"
"1",64247.12,5330.93,7,10,29,6,45,20,11.98,10,"0",1808.12,33.01,"1","0"
"1",64247.12,5330.93,7,10,29,6,45,20,11.98,10,"0",1808.12,29.43,"1","1"
"1",64247.12,5330.93,7,10,29,6,45,20,7.98,10,"0",1808.12,36.17,"1","0"
"1",64247.12,5330.93,7,10,29,6,45,20,11.98,10,"0",1808.12,38.67,"1","0"
"2",9716.27,743.69,9,10,33,3,44,9,9.55,9,"1",2198.96,25.08,"1","0"
"2",9716.27,743.69,9,10,33,3,39,9,9.55,14,"1",2198.96,33.85,"1","0"
"2",9716.27,743.69,9,10,33,3,39,9,9.55,14,"1",2198.96,37.96,"1","0"
"2",9716.27,743.69,9,10,33,3,39,12,9.55,14,"1",2198.96,36.44,"1","0"
"2",9716.27,743.69,9,10,33,3,39,6,9.55,14,"1",2198.96,36.12,"1","1"
"2",9716.27,743.69,9,10,33,3,39,9,9.55,14,"1",2198.96,39.87,"1","0"
"2",9716.27,743.69,9,10,33,3,39,10,11.55,14,"1",2198.96,36.48,"1","1"
"2",9716.27,743.69,9,10,33,3,39,9,9.55,14,"1",2198.96,27.47,"1","0"
"1",28665.76,2582.81,7,3,5,1,14,10,11.32,0,"1",1237.46,36.64,"0","1"
"1",28665.76,2582.81,7,3,5,1,16,10,0.32,0,"1",1237.46,34.1,"0","1"
"1",28665.76,2582.81,7,3,5,1,16,13,4.32,0,"1",1237.46,31.42,"0","1"
"1",28665.76,2582.81,7,3,5,1,16,11,4.32,0,"1",1237.46,33.37,"0","1"
"1",28665.76,2582.81,7,3,5,1,16,10,4.32,0,"1",1237.46,36.48,"0","1"
"1",28665.76,2582.81,7,3,5,1,16,10,4.32,0,"1",1237.46,33.85,"0","1"
"1",28665.76,2582.81,7,3,5,1,16,10,4.32,0,"1",1237.46,33.53,"0","1"
"2",91965.39,7877.78,4,2,7,3,4,0,2.11,1,"2",188.21,40.48,"0","2"
"2",91965.39,7877.78,4,2,7,3,4,0,6.11,5,"2",188.21,33.49,"0","2"
"2",91965.39,7877.78,4,2,7,3,-1,0,2.11,5,"2",188.21,31.04,"0","2"
"2",91965.39,7877.78,4,2,7,3,0,0,2.11,5,"2",188.21,38.21,"0","1"
"2",91965.39,7877.78,4,2,7,3,0,0,2.11,5,"2",188.21,37.91,"0","2"
"2",91965.39,7877.78,4,2,7,3,0,0,2.11,5,"2",188.21,36.25,"0","2"
"2",91965.39,7877.78,4,2,7,3,0,0,2.11,5,"2",188.21,31.32,"0","2"
"1",25208.64,2352.72,3,5,19,4,9,20,9.15,2,"1",173.09,36.67,"0","1"
"1",25208.64,2352.72,3,5,19,4,9,20,9.15,2,"1",173.09,30.28,"0","1"
"1",25208.64,2352.72,3,5,19,4,9,18,9.15,2,"1",173.09,34.69,"0","1"
"1",25208.64,2352.72,3,5,19,4,13,20,9.15,2,"1",173.09,32.47,"0","1"
"1",25208.64,2352.72,3,5,19,4,9,20,4.15,5,"1",173.09,34.02,"0","1"
"1",25208.64,2146.34,3,5,19,4,9,21,9.15,5,"1",173.09,27.68,"0","1"
"1",25208.64,2146.34,3,5,19,4,9,17,4.15,5,"1",173.09,37.08,"0","1"
"1",17562.41,1683.53,7,9,31,4,32,18,13.94,8,"1",2240.76,26.91,"1","0"
"1",17562.41,1683.53,7,9,31,4,33,18,8.94,8,"1",2240.76,38.58,"1","0"
"1",17562.41,1683.53,7,9,31,4,29,18,8.94,8,"1",2240.76,36.97,"1","0"
"1",17562.41,1683.53,7,9,31,4,33,21,8.94,8,"1",2240.76,28.64,"1","1"
"1",17562.41,1683.53,7,9,31,4,31,18,8.94,8,"1",2240.76,24.15,"1","0"
"1",17562.41,1683.53,7,9,31,4,35,18,8.94,8,"1",2240.76,30.03,"1","0"
"1",17562.41,1683.53,7,9,31,4,33,18,8.94,8,"1",2240.76,28.67,"1","0"
"2",36564.35,3294.03,4,5,16,1,20,16,2.19,3,"1",108.46,31.47,"0","1"
"2",36564.35,3294.03,4,5,16,1,22,15,2.19,3,"1",108.46,27.01,"0","1"
"2",36564.35,3294.03,4,5,16,1,20,18,0.19,3,"1",108.46,34.4,"0","1"
"2",36564.35,3294.03,4,5,16,1,20,16,2.19,3,"1",108.46,24.06,"0","1"
"2",36564.35,3294.03,4,5,16,1,20,15,2.19,3,"1",108.46,38.62,"0","1"
"2",36564.35,3294.03,4,5,16,1,20,15,2.19,3,"1",108.46,33.95,"0","0"
"2",36564.35,3294.03,4,5,16,1,20,12,2.19,3,"1",108.46,30.81,"0","0"
"2",16372.12,1648.34,9,5,28,2,33,20,7.76,9,"0",2098.56,41.11,"1","0"
"2",16372.12,1648.34,9,5,28,2,33,20,7.76,9,"0",2098.56,33.22,"1","0"
"2",16372.12,1648.34,9,5,28,2,35,20,7.76,9,"0",2098.56,28.94,"1","0"
"2",16372.12,1648.34,9,5,28,2,33,20,7.76,9,"0",2098.56,30.21,"1","0"
"2",16372.12,1648.34,9,5,28,2,33,20,8.76,9,"0",2098.56,36.31,"1","0"
"2",16372.12,1648.34,9,5,28,2,33,20,9.76,9,"0",2098.56,26.33,"1","1"
"2",16372.12,1648.34,9,5,28,2,33,20,7.76,14,"0",2098.56,41.14,"1","1"
"2",16372.12,1648.34,9,5,28,2,33,20,6.76,14,"0",2098.56,36.67,"1","1"
"2",97050.75,7950.56,3,4,10,4,9,23,3.86,3,"1",1361.61,34.61,"0","1"
"2",97050.75,7950.56,3,4,10,4,9,20,3.86,3,"1",1361.61,35.33,"0","1"
"2",97050.75,7950.56,3,4,10,4,9,18,3.86,3,"1",1361.61,27.94,"0","1"
"2",97050.75,7950.56,3,4,10,4,9,23,3.86,3,"1",1361.61,40.02,"0","1"
"2",97050.75,7950.56,3,4,10,4,14,19,3.86,3,"1",1361.61,29.3,"0","1"
"0",20813.06,1460.42,8,5,24,5,32,21,3.44,6,"0",1402.23,33.58,"1","0"
"0",20813.06,1460.42,8,5,24,5,32,19,3.44,6,"0",1402.23,31.04,"1","0"
"0",20813.06,1460.42,8,5,24,5,32,21,3.44,6,"0",1402.23,26.16,"1","0"
"0",20813.06,1460.42,8,5,24,5,32,21,3.44,6,"0",1402.23,25.36,"1","0"
"0",20813.06,1460.42,8,5,24,5,32,21,3.44,6,"0",1402.23,34.58,"1","0"
"0",20813.06,1460.42,8,5,24,5,32,24,3.44,6,"0",1402.23,24.88,"1","0"
"2",52882.77,4455.9,6,10,25,7,52,18,4.95,10,"0",2368.63,26.48,"1","1"
"2",52882.77,4455.9,6,10,25,7,52,18,9.95,10,"0",2368.63,36.96,"1","0"
"2",52882.77,4455.9,6,10,25,7,52,19,9.95,10,"0",2368.63,36.46,"1","1"
"2",52882.77,4455.9,6,10,25,7,52,18,9.95,10,"0",2368.63,30.79,"1","0"
"2",52882.77,4455.9,6,10,25,7,52,18,9.95,10,"0",2368.63,34.05,"1","0"
"2",52882.77,4455.9,6,10,25,7,52,18,4.95,11,"0",2368.63,28.55,"1","0"
"2",52882.77,4455.9,6,10,25,7,52,18,9.95,11,"0",2368.63,37.79,"1","0"
"2",65493.78,5196.81,3,7,8,3,3,14,10.05,8,"1",1255.36,39.24,"1","1"
"2",65493.78,5196.81,3,7,8,3,5,15,10.05,4,"1",1255.36,42.06,"1","1"
"2",65493.78,5196.81,3,7,8,3,5,15,10.05,8,"1",1255.36,39.76,"1","1"
"2",65493.78,5196.81,3,7,8,3,5,14,6.05,8,"1",1255.36,32.12,"1","1"
"2",65493.78,5196.81,3,7,8,3,5,14,10.05,8,"1",1255.36,34.49,"1","1"
"2",65493.78,5196.81,3,7,8,3,5,14,10.05,8,"1",1255.36,30.89,"1","1"
"2",88827.54,7199.3,5,5,7,4,12,9,15.78,4,"1",512.09,27.65,"1","1"
"2",88827.54,7199.3,5,5,7,4,12,11,15.78,4,"1",512.09,36.21,"1","1"
"2",93169.92,7794.16,6,7,18,2,6,12,19.62,1,"1",1110.09,26.21,"1","1"
"1",35812.34,3124.36,7,7,10,4,29,12,4.62,0,"1",367.46,30.15,"0","1"
"1",35812.34,3124.36,7,7,10,4,30,12,1.62,0,"1",367.46,32.91,"0","1"
"1",35812.34,3124.36,7,7,10,4,29,15,1.62,0,"1",367.46,38.52,"0","1"
"1",35812.34,3124.36,7,7,10,4,29,12,1.62,0,"1",367.46,26.94,"0","1"
"1",35812.34,3124.36,7,7,10,4,34,12,1.62,0,"1",367.46,38.68,"0","1"
"1",35812.34,3124.36,7,7,10,4,28,12,1.62,0,"1",367.46,34.06,"0","1"
"1",35812.34,3124.36,7,7,10,4,25,12,7.62,0,"1",367.46,39.02,"0","1"
"1",35812.34,3124.36,7,7,10,4,29,12,1.62,0,"1",367.46,34.41,"0","1"
"1",15476.64,1174.72,0,4,1,3,14,10,11.57,1,"2",1285.01,25.2,"0","0"
"1",15476.64,1174.72,0,4,1,3,9,10,11.57,1,"2",1285.01,35.72,"0","1"
"1",15476.64,1174.72,0,4,1,3,14,10,11.57,1,"2",1285.01,33.78,"0","0"
"1",15476.64,1174.72,0,4,1,3,14,12,11.57,1,"2",1285.01,33.55,"0","0"
"1",15476.64,1174.72,0,4,1,3,15,10,11.57,1,"2",1285.01,32.93,"0","0"
"1",15476.64,1174.72,0,4,1,3,14,10,11.57,1,"2",1285.01,26.82,"0","0"
"1",15476.64,1174.72,0,4,1,3,14,10,11.57,1,"2",1285.01,34.59,"0","0"
"0",54904.1,4839.34,7,7,7,2,8,18,3.81,1,"2",737.62,33.34,"0","2"
"0",54904.1,4839.34,7,7,7,2,8,18,3.81,1,"2",737.62,35.24,"0","2"
"0",54904.1,4839.34,7,7,7,2,8,18,3.81,2,"2",737.62,40.02,"0","1"
"0",54904.1,4839.34,7,7,7,2,8,18,3.81,2,"2",737.62,27.46,"0","1"
"0",54904.1,4839.34,7,7,7,2,8,16,3.81,2,"2",737.62,33.71,"0","1"
"0",54904.1,4839.34,7,7,7,2,12,15,3.81,2,"2",737.62,40.45,"0","2"
"2",35372.4,2671.7,1,6,5,3,1,5,10.2,1,"2",564.79,26.95,"0","1"
"2",35372.4,2671.7,1,6,5,3,6,5,10.2,1,"2",564.79,32.82,"0","2"
"2",35372.4,2671.7,1,6,5,3,1,5,10.2,1,"2",564.79,33.33,"0","2"
"2",35372.4,2671.7,1,6,5,3,1,5,10.2,1,"2",564.79,29.76,"0","2"
"2",35372.4,2671.7,1,6,5,3,1,5,10.2,1,"2",564.79,27.82,"0","2"
"2",35372.4,2671.7,1,6,5,3,-1,5,10.2,1,"2",564.79,27.03,"0","2"
"2",35372.4,2671.7,1,6,5,3,0,5,3.2,1,"2",564.79,38,"0","2"
"1",17773.78,1388.15,3,1,2,2,10,2,4.57,3,"2",730.73,32.67,"0","2"
"1",17773.78,1388.15,3,1,2,2,15,2,4.57,3,"2",730.73,34.99,"0","2"
"1",17773.78,1388.15,3,1,2,2,10,3,-0.43,4,"2",730.73,26.2,"0","1"
"1",17773.78,1388.15,3,1,2,2,15,0,4.57,4,"2",730.73,28.62,"0","1"
"1",17773.78,1388.15,3,1,2,2,5,2,4.57,4,"2",730.73,31.76,"0","2"
"2",97505.64,8343.47,3,5,1,0,22,4,8.56,5,"2",295.22,39.04,"0","0"
"2",97505.64,8343.47,3,5,1,0,22,4,13.56,5,"2",295.22,30.28,"0","0"
"2",17787.34,1242.28,8,4,16,2,0,15,5.65,0,"1",730.9,26.99,"0","1"
"2",17787.34,1242.28,8,4,16,2,5,15,5.65,0,"1",730.9,36.33,"0","1"
"2",17787.34,1242.28,8,4,16,2,6,15,5.65,0,"1",730.9,34.9,"0","1"
"2",17787.34,1242.28,8,4,16,2,5,16,5.65,0,"1",730.9,32.54,"0","1"
"2",17787.34,1242.28,8,4,16,2,7,16,5.65,0,"1",730.9,33.68,"0","1"
"2",17787.34,1242.28,8,4,16,2,5,17,5.65,0,"1",730.9,25.17,"0","1"
"2",17787.34,1242.28,8,4,16,2,5,15,5.65,0,"1",730.9,30,"0","1"
"2",80485.76,6463.15,0,7,8,0,3,6,5.13,3,"2",1301.95,29.62,"0","0"
"2",80485.76,6463.15,0,7,8,0,7,6,5.13,3,"2",1301.95,30.21,"0","0"
"2",80485.76,6463.15,0,7,8,0,7,4,5.13,3,"2",1301.95,37.21,"0","0"
"2",80485.76,6463.15,0,7,8,0,5,6,4.13,3,"2",1301.95,33.32,"0","0"
"1",43904.46,3934.7,4,4,15,7,7,8,16.18,5,"1",1385.28,36.8,"1","0"
"1",43904.46,3934.7,4,4,15,7,11,9,16.18,5,"1",1385.28,37.56,"1","1"
"1",43904.46,3934.7,4,4,15,7,12,11,16.18,5,"1",1385.28,33.37,"1","0"
"1",43904.46,3934.7,4,4,15,7,7,11,16.18,9,"1",1385.28,33.81,"1","0"
"1",43904.46,3934.7,4,4,15,7,7,9,16.18,9,"1",1385.28,24.94,"1","1"
"1",43904.46,3934.7,4,4,15,7,7,9,16.18,9,"1",1385.28,25.91,"1","0"
"0",12804.97,771.08,3,3,16,2,14,11,7.24,7,"1",436.63,24,"1","1"
"0",12804.97,771.08,3,3,16,2,17,11,7.24,4,"1",436.63,36.81,"1","1"
"0",12804.97,771.08,3,3,16,2,16,11,7.24,7,"1",436.63,25.02,"1","1"
"0",12804.97,771.08,3,3,16,2,14,11,7.24,7,"1",436.63,24.79,"1","1"
"0",12804.97,771.08,3,3,16,2,14,11,7.24,7,"1",436.63,27.17,"1","2"
"0",12804.97,771.08,3,3,16,2,14,11,7.24,7,"1",436.63,34.22,"1","2"
"2",11780.93,1274.74,8,5,10,0,7,12,5.8,3,"1",526.12,32.2,"0","1"
"2",11780.93,1274.74,8,5,10,0,7,12,5.8,3,"1",526.12,23.55,"0","1"
"2",11780.93,1274.74,8,5,10,0,7,12,5.8,6,"1",526.12,24.26,"0","1"
"2",11780.93,1274.74,8,5,10,0,6,12,5.8,6,"1",526.12,34.61,"0","1"
"2",11780.93,1274.74,8,5,10,0,9,12,5.8,6,"1",526.12,29.41,"0","1"
"2",11780.93,1274.74,8,5,10,0,12,12,5.8,6,"1",526.12,28.47,"0","1"
"2",11780.93,1274.74,8,5,10,0,6,12,5.8,6,"1",526.12,30.33,"0","1"
"2",80539.08,6542.59,6,6,18,6,44,16,4.61,10,"0",2160.91,36.02,"1","0"
"2",80539.08,6542.59,6,6,18,6,44,18,4.61,10,"0",2160.91,27.19,"1","0"
"2",80539.08,6542.59,6,6,18,6,44,18,4.61,10,"0",2160.91,31.57,"1","0"
"2",80539.08,6542.59,6,6,18,6,44,18,4.61,10,"0",2160.91,25.17,"1","0"
"1",14831.82,1096.98,5,5,6,2,17,12,8.17,1,"1",1490.48,27.32,"1","1"
"1",14831.82,1096.98,5,5,6,2,20,13,8.17,4,"1",1490.48,29.48,"1","1"
"1",14831.82,1096.98,5,5,6,2,20,14,8.17,4,"1",1490.48,28.17,"1","2"
"1",14831.82,1096.98,5,5,6,2,20,13,8.17,4,"1",1490.48,30.45,"1","2"
"1",14831.82,1096.98,5,5,6,2,20,10,8.17,4,"1",1490.48,37.27,"1","2"
"1",14831.82,1096.98,5,5,6,2,22,14,8.17,4,"1",1490.48,33.22,"1","1"
"1",44729.8,3728.48,5,4,6,0,5,8,2.82,0,"2",512.83,32.58,"0","2"
"1",44729.8,3728.48,5,4,6,0,8,8,2.82,0,"2",512.83,38.74,"0","2"
"1",44729.8,3728.48,5,4,6,0,8,8,3.82,0,"2",512.83,35.54,"0","1"
"1",44729.8,3728.48,5,4,6,0,12,9,2.82,0,"2",512.83,37.11,"0","1"
"1",44729.8,3728.48,5,4,6,0,8,8,2.82,0,"2",512.83,37.32,"0","1"
"1",44729.8,3728.48,5,4,6,0,5,8,2.82,3,"2",512.83,40.37,"0","1"
"1",44729.8,3728.48,5,4,6,0,8,10,2.82,0,"2",512.83,31.71,"0","1"
"0",38873.38,3124.45,9,9,21,5,22,20,24.97,11,"0",3535.04,26.01,"1","0"
"0",38873.38,3124.45,9,9,21,5,22,18,26.97,12,"0",3535.04,39.44,"1","0"
"0",38873.38,3124.45,9,9,21,5,22,18,24.97,12,"0",3535.04,39.69,"1","0"
"1",32584.15,2863.35,5,3,3,2,2,5,15.23,1,"2",355.11,31.46,"0","1"
"1",32584.15,2863.35,5,3,3,2,2,5,8.23,1,"2",355.11,29.44,"0","1"
"1",32584.15,2863.35,5,3,3,2,2,2,8.23,1,"2",355.11,23.24,"0","1"
"1",32584.15,2863.35,5,3,3,2,2,4,8.23,1,"2",355.11,26.71,"0","1"
"1",32584.15,2863.35,5,3,3,2,2,5,8.23,1,"2",355.11,31.02,"0","1"
"1",32584.15,2863.35,5,3,3,2,3,5,8.23,1,"2",355.11,28.38,"0","0"
"1",32584.15,2863.35,5,3,3,2,2,5,8.23,1,"2",355.11,26.02,"0","0"
"0",88147.53,7477.63,2,3,8,3,14,3,11.78,3,"2",1416.48,40.29,"0","0"
"0",88147.53,7477.63,2,3,8,3,14,3,11.78,3,"2",1416.48,42.95,"0","0"
"0",88147.53,7477.63,2,3,8,3,14,3,11.78,3,"2",1416.48,40.37,"0","1"
"0",88147.53,7477.63,2,3,8,3,14,3,11.78,4,"2",1416.48,37.75,"0","1"
"1",92807.49,7862.96,1,6,9,2,15,8,9.78,0,"2",1393.25,38.16,"0","1"
"1",92807.49,7862.96,1,6,9,2,15,10,2.78,0,"2",1393.25,37.46,"0","2"
"1",92807.49,7862.96,1,6,9,2,15,10,2.78,0,"2",1393.25,33.08,"0","2"
"2",17628,1625,7,4,18,6,5,17,18.2,7,"1",1443.38,28.72,"1","1"
"2",17628,1625,7,4,18,6,5,20,18.2,7,"1",1443.38,35.72,"1","1"
"2",17628,1625,7,4,18,6,5,17,18.2,7,"1",1443.38,35.19,"1","1"
